2,0.129,0.199,0.317,0.781,1.153,1.255,1.308,1.412,1.698,1.820,1.820,1.942,1.942,
0,0.129,0.199,0.317,0.781,1.153,1.255,1.308,1.412,,,,,,
-2,0.129,0.199,0.317,0.781,1.153,1.255,1.308,1.412,,,,,,
-4,0.129,0.199,0.317,0.781,1.153,1.255,1.308,1.412,,,,,,
